43 ==> 18,0.25
35 ==> 86,0.25
35 ==> 56,0.25
35 ==> 18,0.25
35 ==> 111,0.25
2 ==> 56,0.25
2 ==> 34,0.25
2 ==> 18,0.25
2 ==> 14,0.25
119 ==> 18,0.25
116 ==> 67,0.25
116 ==> 60,0.25
116 ==> 56,0.25
116 ==> 34,0.25
116 ==> 18,0.25
116 ==> 14,0.25
112 ==> 56,0.25
103 ==> 86,0.25
103 ==> 56,0.25
103 ==> 111,0.25
102 ==> 67,0.25
102 ==> 60,0.25
102 ==> 56,0.25
102 ==> 14,0.25
102 ==> 111,0.25
34 ==> 67,0.24
34 ==> 56,0.24
19 ==> 67,0.24
19 ==> 56,0.24
19 ==> 18,0.24
19 ==> 14,0.24
110 ==> 67,0.23
110 ==> 60,0.23
110 ==> 56,0.23
110 ==> 34,0.23
110 ==> 18,0.23
110 ==> 14,0.23
110 ==> 111,0.23
1 ==> 67,0.23
1 ==> 56,0.23
1 ==> 34,0.23
1 ==> 18,0.23
1 ==> 14,0.23
1 ==> 111,0.23
67 ==> 56,0.23
67 ==> 34,0.23
67 ==> 18,0.23
18 ==> 67,0.23
18 ==> 56,0.23
18 ==> 14,0.23
14 ==> 56,0.23
14 ==> 18,0.23
60 ==> 67,0.22
60 ==> 56,0.22
60 ==> 34,0.22
60 ==> 18,0.22
60 ==> 14,0.22
60 ==> 111,0.22
44 ==> 67,0.22
44 ==> 60,0.22
44 ==> 56,0.22
44 ==> 34,0.22
44 ==> 30,0.22
44 ==> 19,0.22
44 ==> 18,0.22
44 ==> 14,0.22
44 ==> 117,0.22
44 ==> 111,0.22
44 ==> 108,0.22
4 ==> 86,0.22
4 ==> 67,0.22
4 ==> 60,0.22
4 ==> 56,0.22
4 ==> 34,0.22
4 ==> 19,0.22
4 ==> 18,0.22
4 ==> 14,0.22
4 ==> 117,0.22
4 ==> 111,0.22
4 ==> 108,0.22
28 ==> 67,0.22
28 ==> 56,0.22
28 ==> 34,0.22
28 ==> 18,0.22
28 ==> 117,0.22
28 ==> 111,0.22
26 ==> 86,0.22
26 ==> 72,0.22
26 ==> 67,0.22
26 ==> 60,0.22
26 ==> 56,0.22
26 ==> 34,0.22
26 ==> 19,0.22
26 ==> 18,0.22
26 ==> 14,0.22
26 ==> 117,0.22
26 ==> 111,0.22
12 ==> 86,0.22
12 ==> 67,0.22
12 ==> 60,0.22
12 ==> 6,0.22
12 ==> 56,0.22
12 ==> 34,0.22
12 ==> 19,0.22
12 ==> 18,0.22
12 ==> 14,0.22
12 ==> 117,0.22
12 ==> 111,0.22
12 ==> 108,0.22
117 ==> 67,0.22
117 ==> 56,0.22
117 ==> 34,0.22
117 ==> 18,0.22
117 ==> 14,0.22
115 ==> 86,0.22
115 ==> 67,0.22
115 ==> 60,0.22
115 ==> 56,0.22
115 ==> 34,0.22
115 ==> 30,0.22
115 ==> 18,0.22
115 ==> 14,0.22
115 ==> 117,0.22
115 ==> 111,0.22
115 ==> 110,0.22
115 ==> 108,0.22
56 ==> 67,0.22
56 ==> 34,0.22
56 ==> 18,0.22
56 ==> 14,0.22
56 ==> 111,0.22
111 ==> 67,0.21
111 ==> 60,0.21
111 ==> 34,0.21
111 ==> 18,0.21
111 ==> 14,0.21
6 ==> 67,0.2
6 ==> 60,0.2
6 ==> 56,0.2
6 ==> 34,0.2
6 ==> 30,0.2
6 ==> 18,0.2
6 ==> 117,0.2
6 ==> 111,0.2
30 ==> 67,0.2
30 ==> 60,0.2
30 ==> 6,0.2
30 ==> 34,0.2
30 ==> 19,0.2
30 ==> 14,0.2
30 ==> 117,0.2
30 ==> 111,0.2
108 ==> 86,0.2
108 ==> 60,0.2
108 ==> 56,0.2
108 ==> 34,0.2
108 ==> 19,0.2
108 ==> 117,0.2
108 ==> 111,0.2
99 ==> 86,0.2
99 ==> 67,0.2
99 ==> 60,0.2
99 ==> 34,0.2
99 ==> 30,0.2
99 ==> 19,0.2
99 ==> 117,0.2
99 ==> 111,0.2
91 ==> 86,0.2
91 ==> 60,0.2
91 ==> 6,0.2
91 ==> 34,0.2
91 ==> 30,0.2
91 ==> 14,0.2
91 ==> 117,0.2
91 ==> 116,0.2
91 ==> 111,0.2
87 ==> 67,0.2
87 ==> 60,0.2
87 ==> 56,0.2
87 ==> 14,0.2
87 ==> 117,0.2
87 ==> 111,0.2
78 ==> 86,0.2
78 ==> 60,0.2
78 ==> 6,0.2
78 ==> 56,0.2
78 ==> 34,0.2
78 ==> 30,0.2
78 ==> 19,0.2
78 ==> 14,0.2
78 ==> 117,0.2
78 ==> 116,0.2
78 ==> 111,0.2
78 ==> 108,0.2
76 ==> 67,0.2
76 ==> 34,0.2
76 ==> 18,0.2
76 ==> 14,0.2
76 ==> 111,0.2
75 ==> 67,0.2
75 ==> 60,0.2
75 ==> 6,0.2
75 ==> 56,0.2
75 ==> 18,0.2
75 ==> 14,0.2
70 ==> 67,0.2
70 ==> 56,0.2
70 ==> 34,0.2
70 ==> 19,0.2
70 ==> 18,0.2
70 ==> 14,0.2
70 ==> 117,0.2
70 ==> 111,0.2
63 ==> 86,0.2
63 ==> 67,0.2
63 ==> 56,0.2
63 ==> 18,0.2
63 ==> 14,0.2
63 ==> 111,0.2
5 ==> 67,0.2
5 ==> 60,0.2
5 ==> 34,0.2
5 ==> 18,0.2
5 ==> 108,0.2
49 ==> 86,0.2
49 ==> 67,0.2
49 ==> 60,0.2
49 ==> 6,0.2
49 ==> 56,0.2
49 ==> 34,0.2
49 ==> 30,0.2
49 ==> 19,0.2
49 ==> 18,0.2
49 ==> 16,0.2
49 ==> 14,0.2
49 ==> 116,0.2
49 ==> 111,0.2
49 ==> 108,0.2
41 ==> 86,0.2
41 ==> 67,0.2
41 ==> 60,0.2
41 ==> 56,0.2
41 ==> 34,0.2
41 ==> 19,0.2
41 ==> 18,0.2
41 ==> 14,0.2
41 ==> 111,0.2
37 ==> 67,0.2
37 ==> 34,0.2
37 ==> 18,0.2
37 ==> 14,0.2
37 ==> 117,0.2
32 ==> 67,0.2
32 ==> 60,0.2
32 ==> 34,0.2
32 ==> 30,0.2
32 ==> 19,0.2
32 ==> 18,0.2
32 ==> 14,0.2
32 ==> 117,0.2
32 ==> 111,0.2
32 ==> 110,0.2
32 ==> 108,0.2
24 ==> 18,0.2
24 ==> 14,0.2
24 ==> 111,0.2
118 ==> 67,0.2
118 ==> 60,0.2
118 ==> 56,0.2
118 ==> 34,0.2
34 ==> 60,0.19
34 ==> 18,0.19
34 ==> 14,0.19
34 ==> 117,0.19
34 ==> 111,0.19
86 ==> 60,0.19
86 ==> 34,0.19
86 ==> 19,0.19
86 ==> 117,0.19
86 ==> 111,0.19
86 ==> 108,0.19
67 ==> 86,0.18
67 ==> 60,0.18
67 ==> 19,0.18
67 ==> 117,0.18
67 ==> 111,0.18
67 ==> 108,0.18
48 ==> 86,0.18
48 ==> 60,0.18
48 ==> 6,0.18
48 ==> 34,0.18
48 ==> 19,0.18
48 ==> 18,0.18
48 ==> 117,0.18
48 ==> 116,0.18
48 ==> 111,0.18
48 ==> 110,0.18
48 ==> 108,0.18
48 ==> 102,0.18
18 ==> 86,0.18
18 ==> 60,0.18
18 ==> 34,0.18
18 ==> 30,0.18
18 ==> 19,0.18
18 ==> 117,0.18
18 ==> 111,0.18
18 ==> 108,0.18
16 ==> 86,0.18
16 ==> 60,0.18
16 ==> 49,0.18
16 ==> 34,0.18
16 ==> 30,0.18
16 ==> 19,0.18
16 ==> 18,0.18
16 ==> 117,0.18
16 ==> 111,0.18
16 ==> 108,0.18
14 ==> 86,0.18
14 ==> 60,0.18
14 ==> 6,0.18
14 ==> 34,0.18
14 ==> 19,0.18
14 ==> 117,0.18
14 ==> 111,0.18
14 ==> 108,0.18
19 ==> 86,0.18
19 ==> 60,0.18
19 ==> 34,0.18
19 ==> 30,0.18
19 ==> 117,0.18
19 ==> 111,0.18
19 ==> 108,0.18
56 ==> 86,0.17
56 ==> 60,0.17
56 ==> 30,0.17
56 ==> 19,0.17
56 ==> 117,0.17
98 ==> 18,0.17
98 ==> 14,0.17
98 ==> 111,0.17
94 ==> 86,0.17
94 ==> 78,0.17
94 ==> 60,0.17
94 ==> 34,0.17
94 ==> 30,0.17
94 ==> 18,0.17
94 ==> 14,0.17
94 ==> 117,0.17
94 ==> 111,0.17
85 ==> 91,0.17
85 ==> 67,0.17
85 ==> 60,0.17
85 ==> 6,0.17
85 ==> 56,0.17
85 ==> 34,0.17
85 ==> 30,0.17
85 ==> 18,0.17
85 ==> 14,0.17
85 ==> 117,0.17
85 ==> 111,0.17
81 ==> 67,0.17
81 ==> 60,0.17
81 ==> 6,0.17
81 ==> 56,0.17
81 ==> 34,0.17
81 ==> 30,0.17
81 ==> 19,0.17
81 ==> 18,0.17
81 ==> 14,0.17
81 ==> 117,0.17
81 ==> 111,0.17
72 ==> 86,0.17
72 ==> 60,0.17
72 ==> 6,0.17
72 ==> 34,0.17
72 ==> 30,0.17
72 ==> 26,0.17
72 ==> 19,0.17
72 ==> 117,0.17
72 ==> 116,0.17
72 ==> 110,0.17
72 ==> 108,0.17
72 ==> 102,0.17
72 ==> 1,0.17
38 ==> 86,0.17
38 ==> 67,0.17
38 ==> 60,0.17
38 ==> 56,0.17
38 ==> 30,0.17
38 ==> 19,0.17
38 ==> 18,0.17
38 ==> 14,0.17
38 ==> 117,0.17
38 ==> 111,0.17
3 ==> 86,0.17
3 ==> 67,0.17
3 ==> 60,0.17
3 ==> 6,0.17
3 ==> 56,0.17
3 ==> 34,0.17
3 ==> 18,0.17
3 ==> 117,0.17
29 ==> 67,0.17
29 ==> 60,0.17
29 ==> 56,0.17
29 ==> 34,0.17
29 ==> 18,0.17
29 ==> 14,0.17
29 ==> 110,0.17
21 ==> 60,0.17
21 ==> 56,0.17
21 ==> 34,0.17
21 ==> 19,0.17
21 ==> 117,0.17
21 ==> 111,0.17
20 ==> 86,0.17
20 ==> 67,0.17
20 ==> 60,0.17
20 ==> 56,0.17
20 ==> 34,0.17
20 ==> 19,0.17
20 ==> 18,0.17
20 ==> 117,0.17
20 ==> 111,0.17
20 ==> 1,0.17
116 ==> 91,0.17
116 ==> 86,0.17
116 ==> 78,0.17
116 ==> 72,0.17
116 ==> 6,0.17
116 ==> 49,0.17
116 ==> 48,0.17
116 ==> 30,0.17
116 ==> 19,0.17
116 ==> 117,0.17
116 ==> 111,0.17
116 ==> 110,0.17
116 ==> 108,0.17
116 ==> 102,0.17
116 ==> 1,0.17
113 ==> 86,0.17
113 ==> 67,0.17
113 ==> 60,0.17
113 ==> 34,0.17
113 ==> 14,0.17
113 ==> 117,0.17
11 ==> 86,0.17
11 ==> 60,0.17
11 ==> 56,0.17
11 ==> 34,0.17
11 ==> 19,0.17
11 ==> 18,0.17
11 ==> 14,0.17
11 ==> 117,0.17
11 ==> 111,0.17
11 ==> 108,0.17
102 ==> 86,0.17
102 ==> 72,0.17
102 ==> 6,0.17
102 ==> 48,0.17
102 ==> 34,0.17
102 ==> 30,0.17
102 ==> 19,0.17
102 ==> 18,0.17
102 ==> 117,0.17
102 ==> 116,0.17
102 ==> 110,0.17
102 ==> 108,0.17
0 ==> 86,0.17
0 ==> 60,0.17
0 ==> 56,0.17
0 ==> 34,0.17
0 ==> 19,0.17
0 ==> 14,0.17
0 ==> 111,0.17
0 ==> 110,0.17
60 ==> 86,0.17
60 ==> 6,0.17
60 ==> 30,0.17
60 ==> 19,0.17
60 ==> 117,0.17
60 ==> 116,0.17
60 ==> 110,0.17
60 ==> 108,0.17
60 ==> 102,0.17
117 ==> 86,0.17
117 ==> 60,0.17
117 ==> 6,0.17
117 ==> 30,0.17
117 ==> 19,0.17
117 ==> 111,0.17
117 ==> 108,0.17
111 ==> 86,0.16
111 ==> 72,0.16
111 ==> 6,0.16
111 ==> 30,0.16
111 ==> 19,0.16
111 ==> 117,0.16
111 ==> 110,0.16
111 ==> 108,0.16
111 ==> 102,0.16
111 ==> 1,0.16
110 ==> 86,0.15
110 ==> 72,0.15
110 ==> 6,0.15
110 ==> 48,0.15
110 ==> 32,0.15
110 ==> 30,0.15
110 ==> 19,0.15
110 ==> 117,0.15
110 ==> 116,0.15
110 ==> 115,0.15
110 ==> 108,0.15
110 ==> 102,0.15
110 ==> 1,0.15
1 ==> 86,0.15
1 ==> 72,0.15
1 ==> 60,0.15
1 ==> 6,0.15
1 ==> 30,0.15
1 ==> 19,0.15
1 ==> 117,0.15
1 ==> 116,0.15
1 ==> 110,0.15
1 ==> 108,0.15
1 ==> 101,0.15
90 ==> 86,0.14
90 ==> 60,0.14
90 ==> 6,0.14
90 ==> 34,0.14
90 ==> 30,0.14
90 ==> 19,0.14
90 ==> 14,0.14
90 ==> 117,0.14
90 ==> 116,0.14
90 ==> 111,0.14
90 ==> 108,0.14
90 ==> 102,0.14
57 ==> 86,0.14
57 ==> 6,0.14
57 ==> 56,0.14
57 ==> 30,0.14
57 ==> 19,0.14
57 ==> 117,0.14
57 ==> 116,0.14
57 ==> 111,0.14
57 ==> 108,0.14
42 ==> 86,0.14
42 ==> 78,0.14
42 ==> 60,0.14
42 ==> 6,0.14
42 ==> 30,0.14
42 ==> 19,0.14
42 ==> 18,0.14
42 ==> 12,0.14
42 ==> 116,0.14
42 ==> 111,0.14
42 ==> 108,0.14
42 ==> 1,0.14
39 ==> 6,0.14
39 ==> 34,0.14
39 ==> 19,0.14
39 ==> 14,0.14
39 ==> 116,0.14
39 ==> 111,0.14
39 ==> 102,0.14
34 ==> 86,0.14
34 ==> 6,0.14
34 ==> 30,0.14
34 ==> 19,0.14
34 ==> 116,0.14
34 ==> 110,0.14
34 ==> 108,0.14
34 ==> 1,0.14
15 ==> 86,0.14
15 ==> 78,0.14
15 ==> 60,0.14
15 ==> 6,0.14
15 ==> 34,0.14
15 ==> 30,0.14
15 ==> 19,0.14
15 ==> 117,0.14
15 ==> 116,0.14
15 ==> 111,0.14
15 ==> 110,0.14
15 ==> 108,0.14
15 ==> 102,0.14
101 ==> 86,0.14
101 ==> 60,0.14
101 ==> 19,0.14
101 ==> 18,0.14
101 ==> 117,0.14
101 ==> 111,0.14
101 ==> 108,0.14
100 ==> 60,0.14
100 ==> 6,0.14
100 ==> 56,0.14
100 ==> 34,0.14
100 ==> 18,0.14
100 ==> 14,0.14
100 ==> 117,0.14
100 ==> 111,0.14
100 ==> 110,0.14
100 ==> 108,0.14
67 ==> 91,0.14
67 ==> 78,0.14
67 ==> 72,0.14
67 ==> 6,0.14
67 ==> 48,0.14
67 ==> 30,0.14
67 ==> 16,0.14
67 ==> 116,0.14
67 ==> 110,0.14
67 ==> 102,0.14
67 ==> 1,0.14
18 ==> 99,0.14
18 ==> 91,0.14
18 ==> 78,0.14
18 ==> 72,0.14
18 ==> 6,0.14
18 ==> 116,0.14
18 ==> 110,0.14
18 ==> 1,0.14
14 ==> 99,0.14
14 ==> 72,0.14
14 ==> 48,0.14
14 ==> 30,0.14
14 ==> 28,0.14
14 ==> 16,0.14
14 ==> 116,0.14
14 ==> 110,0.14
14 ==> 102,0.14
14 ==> 1,0.14
6 ==> 91,0.13
6 ==> 86,0.13
6 ==> 78,0.13
6 ==> 72,0.13
6 ==> 49,0.13
6 ==> 48,0.13
6 ==> 19,0.13
6 ==> 12,0.13
6 ==> 116,0.13
6 ==> 110,0.13
6 ==> 108,0.13
6 ==> 102,0.13
6 ==> 1,0.13
30 ==> 99,0.13
30 ==> 91,0.13
30 ==> 86,0.13
30 ==> 78,0.13
30 ==> 72,0.13
30 ==> 49,0.13
30 ==> 44,0.13
30 ==> 32,0.13
30 ==> 16,0.13
30 ==> 116,0.13
30 ==> 115,0.13
30 ==> 110,0.13
30 ==> 108,0.13
30 ==> 102,0.13
30 ==> 1,0.13
108 ==> 78,0.13
108 ==> 72,0.13
108 ==> 6,0.13
108 ==> 49,0.13
108 ==> 48,0.13
108 ==> 44,0.13
108 ==> 4,0.13
108 ==> 32,0.13
108 ==> 30,0.13
108 ==> 16,0.13
108 ==> 12,0.13
108 ==> 116,0.13
108 ==> 115,0.13
108 ==> 110,0.13
108 ==> 102,0.13
108 ==> 1,0.13
56 ==> 99,0.13
56 ==> 91,0.13
56 ==> 72,0.13
56 ==> 6,0.13
56 ==> 48,0.13
56 ==> 32,0.13
56 ==> 16,0.13
56 ==> 116,0.13
56 ==> 110,0.13
56 ==> 108,0.13
56 ==> 102,0.13
56 ==> 1,0.13
86 ==> 99,0.12
86 ==> 91,0.12
86 ==> 78,0.12
86 ==> 72,0.12
86 ==> 6,0.12
86 ==> 49,0.12
86 ==> 48,0.12
86 ==> 4,0.12
86 ==> 39,0.12
86 ==> 30,0.12
86 ==> 26,0.12
86 ==> 16,0.12
86 ==> 12,0.12
86 ==> 116,0.12
86 ==> 115,0.12
86 ==> 110,0.12
86 ==> 102,0.12
86 ==> 1,0.12
46 ==> 86,0.12
46 ==> 6,0.12
46 ==> 30,0.12
46 ==> 19,0.12
46 ==> 16,0.12
46 ==> 116,0.12
46 ==> 111,0.12
46 ==> 110,0.12
46 ==> 108,0.12
2 ==> 86,0.12
2 ==> 72,0.12
2 ==> 67,0.12
2 ==> 60,0.12
2 ==> 6,0.12
2 ==> 49,0.12
2 ==> 30,0.12
2 ==> 19,0.12
2 ==> 16,0.12
2 ==> 117,0.12
2 ==> 111,0.12
2 ==> 110,0.12
19 ==> 99,0.12
19 ==> 78,0.12
19 ==> 72,0.12
19 ==> 6,0.12
19 ==> 49,0.12
19 ==> 48,0.12
19 ==> 44,0.12
19 ==> 4,0.12
19 ==> 32,0.12
19 ==> 26,0.12
19 ==> 16,0.12
19 ==> 12,0.12
19 ==> 116,0.12
19 ==> 110,0.12
19 ==> 102,0.12
19 ==> 1,0.12
60 ==> 99,0.11
60 ==> 91,0.11
60 ==> 78,0.11
60 ==> 72,0.11
60 ==> 57,0.11
60 ==> 49,0.11
60 ==> 48,0.11
60 ==> 46,0.11
60 ==> 44,0.11
60 ==> 4,0.11
60 ==> 39,0.11
60 ==> 32,0.11
60 ==> 26,0.11
60 ==> 16,0.11
60 ==> 12,0.11
60 ==> 115,0.11
60 ==> 1,0.11
44 ==> 99,0.11
44 ==> 91,0.11
44 ==> 86,0.11
44 ==> 6,0.11
44 ==> 49,0.11
44 ==> 48,0.11
44 ==> 4,0.11
44 ==> 32,0.11
44 ==> 26,0.11
44 ==> 16,0.11
44 ==> 110,0.11
44 ==> 1,0.11
4 ==> 72,0.11
4 ==> 6,0.11
4 ==> 49,0.11
4 ==> 44,0.11
4 ==> 30,0.11
4 ==> 16,0.11
4 ==> 116,0.11
4 ==> 110,0.11
4 ==> 102,0.11
4 ==> 1,0.11
28 ==> 86,0.11
28 ==> 72,0.11
28 ==> 60,0.11
28 ==> 6,0.11
28 ==> 48,0.11
28 ==> 32,0.11
28 ==> 30,0.11
28 ==> 26,0.11
28 ==> 19,0.11
28 ==> 16,0.11
28 ==> 116,0.11
28 ==> 110,0.11
28 ==> 108,0.11
28 ==> 1,0.11
26 ==> 99,0.11
26 ==> 91,0.11
26 ==> 6,0.11
26 ==> 44,0.11
26 ==> 32,0.11
26 ==> 30,0.11
26 ==> 28,0.11
26 ==> 16,0.11
26 ==> 116,0.11
26 ==> 115,0.11
26 ==> 110,0.11
26 ==> 108,0.11
26 ==> 102,0.11
26 ==> 1,0.11
12 ==> 99,0.11
12 ==> 91,0.11
12 ==> 72,0.11
12 ==> 48,0.11
12 ==> 42,0.11
12 ==> 32,0.11
12 ==> 30,0.11
12 ==> 16,0.11
12 ==> 116,0.11
12 ==> 110,0.11
12 ==> 102,0.11
12 ==> 1,0.11
117 ==> 99,0.11
117 ==> 91,0.11
117 ==> 78,0.11
117 ==> 72,0.11
117 ==> 48,0.11
117 ==> 46,0.11
117 ==> 44,0.11
117 ==> 42,0.11
117 ==> 4,0.11
117 ==> 32,0.11
117 ==> 28,0.11
117 ==> 26,0.11
117 ==> 16,0.11
117 ==> 12,0.11
117 ==> 116,0.11
117 ==> 115,0.11
117 ==> 110,0.11
117 ==> 102,0.11
117 ==> 1,0.11
115 ==> 78,0.11
115 ==> 72,0.11
115 ==> 6,0.11
115 ==> 49,0.11
115 ==> 48,0.11
115 ==> 32,0.11
115 ==> 26,0.11
115 ==> 19,0.11
115 ==> 16,0.11
115 ==> 116,0.11
115 ==> 102,0.11
115 ==> 1,0.11
111 ==> 99,0.11
111 ==> 91,0.11
111 ==> 78,0.11
111 ==> 49,0.11
111 ==> 48,0.11
111 ==> 44,0.11
111 ==> 4,0.11
111 ==> 32,0.11
111 ==> 28,0.11
111 ==> 26,0.11
111 ==> 16,0.11
111 ==> 12,0.11
111 ==> 116,0.11
111 ==> 115,0.11
99 ==> 91,0.1
99 ==> 72,0.1
99 ==> 6,0.1
99 ==> 44,0.1
99 ==> 32,0.1
99 ==> 26,0.1
99 ==> 16,0.1
99 ==> 12,0.1
99 ==> 116,0.1
99 ==> 110,0.1
99 ==> 108,0.1
99 ==> 102,0.1
99 ==> 1,0.1
91 ==> 99,0.1
91 ==> 85,0.1
91 ==> 72,0.1
91 ==> 49,0.1
91 ==> 48,0.1
91 ==> 44,0.1
91 ==> 26,0.1
91 ==> 19,0.1
91 ==> 16,0.1
91 ==> 12,0.1
91 ==> 110,0.1
91 ==> 108,0.1
91 ==> 102,0.1
91 ==> 1,0.1
78 ==> 94,0.1
78 ==> 72,0.1
78 ==> 48,0.1
78 ==> 42,0.1
78 ==> 16,0.1
78 ==> 15,0.1
78 ==> 115,0.1
78 ==> 110,0.1
78 ==> 102,0.1
78 ==> 1,0.1
49 ==> 91,0.1
49 ==> 72,0.1
49 ==> 48,0.1
49 ==> 44,0.1
49 ==> 4,0.1
49 ==> 2,0.1
49 ==> 117,0.1
49 ==> 115,0.1
49 ==> 110,0.1
49 ==> 1,0.1
32 ==> 99,0.1
32 ==> 86,0.1
32 ==> 72,0.1
32 ==> 6,0.1
32 ==> 48,0.1
32 ==> 44,0.1
32 ==> 28,0.1
32 ==> 26,0.1
32 ==> 16,0.1
32 ==> 12,0.1
32 ==> 116,0.1
32 ==> 115,0.1
32 ==> 102,0.1
32 ==> 1,0.1
34 ==> 99,0.1
34 ==> 98,0.1
34 ==> 91,0.1
34 ==> 78,0.1
34 ==> 72,0.1
34 ==> 57,0.1
34 ==> 49,0.1
34 ==> 48,0.1
34 ==> 46,0.1
34 ==> 44,0.1
34 ==> 42,0.1
34 ==> 4,0.1
34 ==> 38,0.1
34 ==> 32,0.1
34 ==> 28,0.1
34 ==> 26,0.1
34 ==> 2,0.1
34 ==> 16,0.1
34 ==> 12,0.1
34 ==> 115,0.1
34 ==> 102,0.1
34 ==> 101,0.1
67 ==> 99,0.09
67 ==> 98,0.09
67 ==> 94,0.09
67 ==> 90,0.09
67 ==> 57,0.09
67 ==> 49,0.09
67 ==> 46,0.09
67 ==> 44,0.09
67 ==> 42,0.09
67 ==> 4,0.09
67 ==> 39,0.09
67 ==> 32,0.09
67 ==> 28,0.09
67 ==> 26,0.09
67 ==> 21,0.09
67 ==> 15,0.09
67 ==> 12,0.09
67 ==> 115,0.09
67 ==> 11,0.09
67 ==> 101,0.09
67 ==> 100,0.09
67 ==> 0,0.09
48 ==> 91,0.09
48 ==> 78,0.09
48 ==> 49,0.09
48 ==> 44,0.09
48 ==> 32,0.09
48 ==> 30,0.09
48 ==> 28,0.09
48 ==> 16,0.09
48 ==> 12,0.09
48 ==> 115,0.09
48 ==> 1,0.09
18 ==> 90,0.09
18 ==> 57,0.09
18 ==> 49,0.09
18 ==> 48,0.09
18 ==> 46,0.09
18 ==> 44,0.09
18 ==> 4,0.09
18 ==> 39,0.09
18 ==> 32,0.09
18 ==> 28,0.09
18 ==> 26,0.09
18 ==> 21,0.09
18 ==> 2,0.09
18 ==> 16,0.09
18 ==> 15,0.09
18 ==> 12,0.09
18 ==> 115,0.09
18 ==> 113,0.09
18 ==> 102,0.09
18 ==> 0,0.09
16 ==> 99,0.09
16 ==> 91,0.09
16 ==> 78,0.09
16 ==> 72,0.09
16 ==> 6,0.09
16 ==> 48,0.09
16 ==> 46,0.09
16 ==> 44,0.09
16 ==> 4,0.09
16 ==> 32,0.09
16 ==> 28,0.09
16 ==> 26,0.09
16 ==> 2,0.09
16 ==> 12,0.09
16 ==> 116,0.09
16 ==> 115,0.09
16 ==> 110,0.09
16 ==> 102,0.09
16 ==> 1,0.09
14 ==> 91,0.09
14 ==> 78,0.09
14 ==> 57,0.09
14 ==> 49,0.09
14 ==> 46,0.09
14 ==> 44,0.09
14 ==> 42,0.09
14 ==> 4,0.09
14 ==> 32,0.09
14 ==> 3,0.09
14 ==> 26,0.09
14 ==> 21,0.09
14 ==> 20,0.09
14 ==> 2,0.09
14 ==> 15,0.09
14 ==> 12,0.09
14 ==> 115,0.09
14 ==> 101,0.09
56 ==> 98,0.09
56 ==> 94,0.09
56 ==> 90,0.09
56 ==> 78,0.09
56 ==> 49,0.09
56 ==> 46,0.09
56 ==> 44,0.09
56 ==> 42,0.09
56 ==> 4,0.09
56 ==> 39,0.09
56 ==> 28,0.09
56 ==> 26,0.09
56 ==> 2,0.09
56 ==> 15,0.09
56 ==> 12,0.09
56 ==> 115,0.09
56 ==> 113,0.09
56 ==> 101,0.09
72 ==> 99,0.08
72 ==> 91,0.08
72 ==> 78,0.08
72 ==> 49,0.08
72 ==> 4,0.08
72 ==> 32,0.08
72 ==> 28,0.08
72 ==> 2,0.08
72 ==> 16,0.08
72 ==> 12,0.08
